回数,賞,ID,song_by,歌詞
10,歌唱賞,41793,旅路のひとよ_by_鶴岡雅義と東京ロマンチカ,いまごろ君は 夜明けの船か 迎えにゆくのを 待ちきれないで はるばる女の ひとり旅 ああ 愛する言葉の 手紙さえ 一年も途絶えてた 小樽のひとよ 短い秋が また来ると云う 淋しい君の こころが解る あれから どうして いたんだろう ああ ふるえているよな 星空に なつかしい横顔が 消えては浮かぶ 許しておくれ いままで一人 つめたい風に 泣かせた僕を 日昏れのホームで 逢えたなら ああ 燃えてるこの手に 抱きしめて 変らない真心の くちづけしよう
10,童謡賞,No ID!,ペケの歌_by_長谷川よしみ,Not Found...
10,新人賞,311,あなたのブルース_by_矢吹健,雨が窓を打つ 私の胸を打つ 私は指を噛む せつなく指を噛む あなた あなた あなた あなた あなた ああ 私のあなた あなた あなた あなた あなた あなた ラールルラルルラ ルーラー 暗いお部屋で むなしく一人歌うは ああ ああ あなたのブルース 夢で逢う人も 逃げてゆく幻も 昔の想い出も 明日の希望も あなた あなた あなた あなた あなた ああ すべてがあなた あなた あなた あなた あなた あなた ラールルラルルラ ルーラー おさえ切れずに 激しく泣いて歌うは ああ ああ あなたのブルース
10,新人賞,67118,くちづけが怖い_by_久美かおり,恋をしたけど くちづけが怖い 秘めやかな花びらは そよ風が怖いの あなたといると 私の心の 絹糸がふるえるの そして愛をうたうの 風にふかれて 花びらが踊る どこへ行くの 私におしえて 愛しているのに くちづけが怖い 手と手がふれると まぶた とじてしまうの 風は花びらを 口にくわえて つれてゆくの 見知らぬ世界へ 愛しているのに くちづけが怖い あなたが怖いの だけど とても好きなの あなたが怖いの だけど とても好きなの
10,新人賞,1819,恋の季節_by_ピンキーとキラーズ,忘れられないの あの人が好きよ 青いシャツ着てさ 海を見てたわ 私ははだしで 小さな貝の舟 浮かべて泣いたの わけもないのに 恋は 私の恋は 空を染めて 燃えたよ 死ぬまで私を ひとりにしないと あの人が云った 恋の季節よ ルルル… 恋は 私の恋は 空を染めて 燃えたよ 夜明けのコーヒー ふたりで飲もうと あの人が云った 恋の季節よ 恋は 私の恋は 空を染めて 燃えたよ 夜明けのコーヒー ふたりで飲もうと あの人が云った 恋の季節よ 恋の季節よ 恋の季節よ
11,大賞,442,いいじゃないの幸せならば_by_佐良直美,あのとき あなたとくちづけをして あのとき あの子と別れた私 つめたい女だと 人は云うけれど いいじゃないの 幸せならば あの晩 あの子の顔も忘れて あの晩 あなたに抱かれた私 わるい女だと 人は云うけれど いいじゃないの 今が良けりゃ あの朝 あなたは煙草をくわえ あの朝 ひとりで夢みた私 浮気な女だと 人は云うけれど いいじゃないの 楽しければ あしたはあなたに 心を残し あしたはあなたと 別れる私 つめたい女だと 人は云うけれど いいじゃないの 幸せならば
11,歌唱賞,43510,池袋の夜_by_青江三奈,あなたに逢えぬ 悲しさに 涙もかれて しまうほど 泣いて悩んで 死にたくなるの せめないわ せめないわ どうせ気まぐれ東京の 夜の池袋 他人のままで 別れたら よかったものを もうおそい 美久仁小路(みくにこうじ)の 灯りのように 待ちますわ 待ちますわ さようならなんて言われない 夜の池袋 にげてしまった 幸福は しょせん女の 身につかぬ お酒で忘れる 人生横丁 いつまでも いつまでも どうせ気まぐれ東京の 夜の池袋
11,歌唱賞,526,人形の家_by_弘田三枝子,顔もみたくないほど あなたに嫌われるなんて とても信じられない 愛が消えたいまも ほこりにまみれた人形みたい 愛されて捨てられて 忘れられた部屋のかたすみ 私はあなたに命をあずけた あれはかりそめの恋 心のたわむれだなんて なぜか思いたくない 胸がいたみすぎて ほこりにまみれた人形みたい 待ちわびて待ちわびて 泣きぬれる部屋のかたすみ 私はあなたに命をあずけた 私はあなたに命をあずけた
11,歌唱賞,3839,ひとり寝の子守唄_by_加藤登紀子,ひとりで寝る時にはよォー ひざっ小僧が寒かろう おなごを抱くように あたためておやりよ ひとりで寝る時にはよォー 天井のねずみが 歌ってくれるだろう いっしよに歌えるよ ひとりで寝る時にはよォー もみがら枕を 想い出がぬらすだろう 人恋しさに ひとりで寝る時にはよォー 浮気な夜風が トントン戸をたたき お前を呼ぶだろう ひとりで寝る時にはよォー 夜明けの青さが 教えてくれるだろう 一人者(ひとりもん)もいいもんだと ひとりで寝る時にはよォー ラララ………
11,童謡賞,No ID!,うまれたきょうだい１１人_by_スリー・バブルス,Not Found...
11,新人賞,1276,風_by_はしだのりひことシューベルツ,人は誰もただ一人旅に出て 人は誰もふるさとを振り返る ちょっぴりさみしくて振り返っても そこにはただ風が吹いているだけ 人は誰も 人生につまずいて 人は誰も 夢やぶれ振り返る プラタナスの枯葉舞う冬の道で プラタナスの散る音に振り返る 帰っておいでよと振り返っても そこにはただ風が吹いているだけ 人は誰も 恋をした切なさに 人は誰も 耐えきれず振り返る 何かを求めて振り返っても そこにはただ風が吹いているだけ 振り返らずただ一人一歩ずつ 振り返らず泣かないで歩くんだ
11,新人賞,3352,長崎は今日も雨だった_by_内山田洋とクール・ファイブ,あなたひとりに かけた恋 愛の言葉を 信じたの さがし さがし求めて ひとり ひとりさまよえば 行けど切ない 石だたみ ああ 長崎は今日も雨だった 夜の丸山 たずねても 冷たい風が 身に沁みる 愛し 愛しのひとは どこに どこにいるのか 教えて欲しい 街の灯よ ああ 長崎は今日も雨だった 頬にこぼれる なみだの雨に 命も恋も 捨てたのに こころ こころ乱れて 飲んで 飲んで酔いしれる 酒に恨みは ないものを ああ 長崎は今日も雨だった
11,新人賞,42694,真夜中のギター_by_千賀かほる,街のどこかに 淋しがり屋がひとり いまにも泣きそうに ギターを奏いている 愛を失くして なにかを求めて さまよう 似たもの同士なのね 此処へおいでよ 夜はつめたく永い 黙って夜明けまで ギターを奏こうよ 空をごらんよ 淋しがり屋の星が なみだの尾をひいて どこかへ旅に立つ 愛を失くして なにかを求めて さまよう 似たもの同士なのね そっとしときよ みんな孤独でつらい 黙って夜明けまで ギターを奏こうよ 愛を失くして なにかを求めて さまよう 似たもの同士なのね そっとしときよ みんな孤独でつらい 黙って夜明けまで ギターを奏こうよ ギターを奏こうよ ギターを奏こうよ
11,新人賞,4400,みんな夢の中_by_高田恭子,恋はみじかい 夢のようなものだけど 女心は 夢を見るのが好きなの 夢のくちづけ 夢の涙 喜びも悲しみも みんな夢の中 やさしい言葉で 夢がはじまったのね いとしい人を 夢でつかまえたのね 身も心も あげてしまったけど なんで惜しかろ どうせ夢だもの 冷たい言葉で 暗くなった夢の中 みえない姿を 追いかけてゆく私 泣かないで なげかないで 消えていった面影も みんな夢の中
11,最優秀歌唱賞,4376,港町ブルース_by_森進一,背のびして見る海峡を 今日も汽笛が遠ざかる あなたにあげた 夜をかえして 港、港 函館 通り雨 流す涙で割る酒は だました男の味がする あなたの影を ひきずりながら 港、宮古 釜石 気仙沼 出船 入船 別れ船 あなた乗せない帰り船 うしろ姿も 他人のそら似 港、三崎 焼津に 御前崎 別れりゃ三月 待ちわびる 女心のやるせなさ 明日はいらない 今夜が欲しい 港、高知 高松 八幡浜 呼んでとどかぬ人の名を こぼれた酒と指で書く 海に涙の ああ愚痴ばかり 港、別府 長崎 枕崎 女心の残り火は 燃えて身をやく桜島 ここは鹿児島 旅路の果てか 港、港町ブルースよ
11,最優秀新人賞,4767,夜と朝のあいだに_by_ピーター,夜と朝のあいだに ひとりの私 天使の歌をきいている 死人のように 夜と朝のあいだに ひとりの私 指を折ってはくりかえす 数はつきない 遠くこだまをひいている 鎖につながれた むく犬よ おまえも静かに眠れ おまえも静かに眠れ 夜と朝のあいだに ひとりの私 散るのを忘れた 一枚の花びらみたい 夜と朝のあいだに ひとりの私 星が流れて消えても 祈りはしない 夜の寒さにたえかねて 夜明けを待ちわびる 小鳥たち おまえも静かに眠れ おまえも静かに眠れ
11,大衆賞,42636,三百六十五歩のマーチ_by_水前寺清子,しあわせは 歩いてこない だから歩いて ゆくんだね 一日一歩 三日で三歩 三歩進んで 二歩さがる 人生は ワン・ツー・パンチ 汗かき べそかき 歩こうよ あなたのつけた 足あとにゃ きれいな花が 咲くでしょう 腕を振って 足をあげて ワン・ツー ワン・ツー 休まないで 歩け ソレ ワン・ツー ワン・ツー ワン・ツー ワン・ツー しあわせの扉はせまい だからしゃがんで 通るのね 百日百歩 千日千歩 ままになる日も ならぬ日も 人生は ワン・ツー・パンチ あしたのあしたは またあした あなたはいつも 新しい 希望の虹を だいている 腕を振って 足をあげて ワン・ツー ワン・ツー 休まないで 歩け ソレ ワン・ツー ワン・ツー ワン・ツー ワン・ツー しあわせの 隣りにいても わからない日も あるんだね 一年三百六十五日 一歩違いで にがしても 人生は ワン・ツー・パンチ 歩みを止めずに 夢みよう 千里の道も 一歩から はじまることを 信じよう 腕を振って 足をあげて ワン・ツー ワン・ツー 休まないで 歩け ソレ ワン・ツー ワン・ツー ワン・ツー ワン・ツー
